problem,category,source,submission_id,date,language,result,time_seconds,memory_kb,dmoj_url
mathp2,Other,solutions/Other/mathp2.cpp,4867570,2022-09-23T19:34:13+00:00,CPP14,AC,0.195960237,11340.0,https://dmoj.ca/problem/mathp2
mathp3,Other,solutions/Other/mathp3.cpp,5503806,2023-04-27T12:31:46+00:00,CPP14,AC,0.399076483,26832.0,https://dmoj.ca/problem/mathp3
mathp5,Other,solutions/Other/mathp5.cpp,5528847,2023-05-07T16:08:00+00:00,CPP14,AC,0.134948079,10012.0,https://dmoj.ca/problem/mathp5
mathp7,Other,solutions/Other/mathp7.cpp,4967477,2022-10-24T20:29:55+00:00,CPP14,AC,0.03674708,3380.0,https://dmoj.ca/problem/mathp7
mccc1j1,Other,solutions/Other/mccc1j1.cpp,5312727,2023-02-11T05:00:55+00:00,CPP14,AC,1.108255051,3468.0,https://dmoj.ca/problem/mccc1j1
mccc1s1,Other,solutions/Other/mccc1s1.cpp,5039994,2022-11-18T00:09:55+00:00,CPP14,AC,0.085637243,3348.0,https://dmoj.ca/problem/mccc1s1
mccc2s1,Other,solutions/Other/mccc2s1.cpp,5090349,2022-12-04T20:21:05+00:00,CPP14,AC,0.053699216,3612.0,https://dmoj.ca/problem/mccc2s1
mccc2s2,Other,solutions/Other/mccc2s2.cpp,5474496,2023-04-15T00:17:54+00:00,CPP14,AC,0.121766182,3988.0,https://dmoj.ca/problem/mccc2s2
mccc2s4,Other,solutions/Other/mccc2s4.cpp,5474525,2023-04-15T00:52:58+00:00,CPP14,AC,3.95643371,4272.0,https://dmoj.ca/problem/mccc2s4
mccc3j1,Other,solutions/Other/mccc3j1.cpp,5214955,2023-01-14T14:56:43+00:00,CPP14,AC,0.045690604,3432.0,https://dmoj.ca/problem/mccc3j1
mccc4j1,Other,solutions/Other/mccc4j1.cpp,5229388,2023-01-19T03:14:44+00:00,CPP14,AC,0.037856851,3456.0,https://dmoj.ca/problem/mccc4j1
mccc5j1,Other,solutions/Other/mccc5j1.cpp,5327071,2023-02-13T17:43:49+00:00,CPP14,AC,0.043335609,3476.0,https://dmoj.ca/problem/mccc5j1
mccc5j2,Other,solutions/Other/mccc5j2.cpp,5327098,2023-02-13T17:50:55+00:00,CPP14,AC,0.392643372,3480.0,https://dmoj.ca/problem/mccc5j2
mccc5j4,Other,solutions/Other/mccc5j4.cpp,5326583,2023-02-13T15:44:18+00:00,CPP14,AC,0.143813394,3612.0,https://dmoj.ca/problem/mccc5j4
mcco17d1p1,Other,solutions/Other/mcco17d1p1.cpp,5480675,2023-04-18T01:09:44+00:00,CPP14,AC,0.868714031,5108.0,https://dmoj.ca/problem/mcco17d1p1
mci1p2,Other,solutions/Other/mci1p2.c,4963906,2022-10-23T17:25:23+00:00,C,AC,0.053745456,1412.0,https://dmoj.ca/problem/mci1p2
mec16p3,Other,solutions/Other/mec16p3.cpp,5400928,2023-03-10T00:27:01+00:00,CPP20,AC,0.036987425,3508.0,https://dmoj.ca/problem/mec16p3
miraclesort,Other,solutions/Other/miraclesort.cpp,6047426,2024-01-03T17:33:01+00:00,CPP14,AC,1.175815831,3456.0,https://dmoj.ca/problem/miraclesort
mmm14a,Other,solutions/Other/mmm14a.c,4940734,2022-10-15T19:48:44+00:00,C,AC,0.109390722,5472.0,https://dmoj.ca/problem/mmm14a
modinv,Other,solutions/Other/modinv.cpp,5564113,2023-05-28T20:37:45+00:00,CPP14,AC,0.176377507,3516.0,https://dmoj.ca/problem/modinv
mwc15c3p3,Other,solutions/Other/mwc15c3p3.cpp,5410810,2023-03-15T14:17:51+00:00,CPP14,AC,0.036361714,3480.0,https://dmoj.ca/problem/mwc15c3p3
nccc11s1,Other,solutions/Other/nccc11s1.py,5219220,2023-01-15T21:45:05+00:00,PYPY3,AC,1.097259771,64484.0,https://dmoj.ca/problem/nccc11s1
nccc11s2,Other,solutions/Other/nccc11s2.cpp,5221543,2023-01-16T19:56:27+00:00,CPP14,AC,0.170114461,3420.0,https://dmoj.ca/problem/nccc11s2
nccc1j4s2,Other,solutions/Other/nccc1j4s2.cpp,5214140,2023-01-14T03:01:05+00:00,CPP14,AC,0.055073067,3484.0,https://dmoj.ca/problem/nccc1j4s2
nccc1j5s3,Other,solutions/Other/nccc1j5s3.cpp,5474564,2023-04-15T01:31:10+00:00,CPP14,AC,0.049226296,3440.0,https://dmoj.ca/problem/nccc1j5s3
nccc2j3s1,Other,solutions/Other/nccc2j3s1.cpp,4828010,2022-09-10T22:38:08+00:00,CPP14,AC,0.147793952,3524.0,https://dmoj.ca/problem/nccc2j3s1
nccc2j4s2,Other,solutions/Other/nccc2j4s2.cpp,6171892,2024-02-10T22:55:10+00:00,CPP14,AC,0.140887206,3504.0,https://dmoj.ca/problem/nccc2j4s2
nccc3j3s1,Other,solutions/Other/nccc3j3s1.cpp,5222316,2023-01-17T00:43:54+00:00,CPP14,AC,3.123671447,3428.0,https://dmoj.ca/problem/nccc3j3s1
nccc3j4s2,Other,solutions/Other/nccc3j4s2.cpp,5036359,2022-11-16T02:38:38+00:00,CPP14,AC,1.313921864,3468.0,https://dmoj.ca/problem/nccc3j4s2
nccc6j1,Other,solutions/Other/nccc6j1.cpp,5036398,2022-11-16T02:55:35+00:00,CPP14,AC,1.008936684,3400.0,https://dmoj.ca/problem/nccc6j1
nccc6j5,Other,solutions/Other/nccc6j5.cpp,6171946,2024-02-10T23:06:26+00:00,CPP14,AC,0.495076284,10860.0,https://dmoj.ca/problem/nccc6j5
nccc6s4,Other,solutions/Other/nccc6s4.cpp,5473235,2023-04-14T11:29:40+00:00,CPP14,AC,87.1453569240001,120648.0,https://dmoj.ca/problem/nccc6s4
nccc7j1,Other,solutions/Other/nccc7j1.cpp,6165143,2024-02-09T01:45:05+00:00,CPP14,AC,0.126451873,3460.0,https://dmoj.ca/problem/nccc7j1
nccc7s1,Other,solutions/Other/nccc7s1.cpp,6038218,2023-12-30T17:14:23+00:00,CPP14,AC,0.674879139,3700.0,https://dmoj.ca/problem/nccc7s1
nccc7s3,Other,solutions/Other/nccc7s3.cpp,5494423,2023-04-22T02:48:47+00:00,CPP14,AC,68.845175354,3744.0,https://dmoj.ca/problem/nccc7s3
nccc8s1,Other,solutions/Other/nccc8s1.cpp,6038170,2023-12-30T16:54:09+00:00,CPP14,AC,0.073100246,4340.0,https://dmoj.ca/problem/nccc8s1
nccc8s2,Other,solutions/Other/nccc8s2.cpp,6038182,2023-12-30T17:01:35+00:00,CPP14,AC,0.030970845,3488.0,https://dmoj.ca/problem/nccc8s2
nccc9s3,Other,solutions/Other/nccc9s3.cpp,5373400,2023-02-25T21:16:27+00:00,CPP14,AC,1.283230893,3552.0,https://dmoj.ca/problem/nccc9s3
ncco4d1p1,Other,solutions/Other/ncco4d1p1.cpp,5480752,2023-04-18T01:44:23+00:00,CPP14,AC,0.036339886,3512.0,https://dmoj.ca/problem/ncco4d1p1
odd,Other,solutions/Other/odd.c,4830547,2022-09-11T18:56:16+00:00,C,AC,13.511276393,1468.0,https://dmoj.ca/problem/odd
oly18novp1,Olympiads_School,solutions/Olympiads_School/oly18novp1.java,5578045,2023-06-08T17:04:20+00:00,JAVA8,AC,4.053173978,80056.0,https://dmoj.ca/problem/oly18novp1
oly18novp7,Olympiads_School,solutions/Olympiads_School/oly18novp7.java,4868116,2022-09-23T22:58:38+00:00,JAVA,AC,1.338000864,60456.0,https://dmoj.ca/problem/oly18novp7
oly19practice46,Olympiads_School,solutions/Olympiads_School/oly19practice46.java,6219741,2024-02-19T21:15:19+00:00,JAVA,AC,2.956264105,80616.0,https://dmoj.ca/problem/oly19practice46
oly20practice105,Olympiads_School,solutions/Olympiads_School/oly20practice105.cpp,5229325,2023-01-19T02:54:31+00:00,CPP14,AC,0.069369262,3512.0,https://dmoj.ca/problem/oly20practice105
oly20practice25,Olympiads_School,solutions/Olympiads_School/oly20practice25.java,5419798,2023-03-20T01:00:53+00:00,JAVA,AC,1.295955025,46940.0,https://dmoj.ca/problem/oly20practice25
oly20practice30,Olympiads_School,solutions/Olympiads_School/oly20practice30.cpp,4811994,2022-09-03T01:15:25+00:00,CPP14,AC,0.054589631,3600.0,https://dmoj.ca/problem/oly20practice30
oly20practice78,Olympiads_School,solutions/Olympiads_School/oly20practice78.java,5403003,2023-03-11T04:18:23+00:00,JAVA,AC,1.050054332,63136.0,https://dmoj.ca/problem/oly20practice78
oly21practice58,Olympiads_School,solutions/Olympiads_School/oly21practice58.cpp,5011552,2022-11-07T03:29:06+00:00,CPP14,AC,0.779184734,5156.0,https://dmoj.ca/problem/oly21practice58
oly22practice62,Olympiads_School,solutions/Olympiads_School/oly22practice62.cpp,4792570,2022-08-23T14:44:09+00:00,CPP14,AC,0.10991827,3520.0,https://dmoj.ca/problem/oly22practice62
oly22practice63,Olympiads_School,solutions/Olympiads_School/oly22practice63.cpp,4792506,2022-08-23T14:06:58+00:00,CPP14,AC,0.081296653,3420.0,https://dmoj.ca/problem/oly22practice63
oly22practice64,Olympiads_School,solutions/Olympiads_School/oly22practice64.cpp,4792593,2022-08-23T14:55:33+00:00,CPP14,AC,0.057627396,3640.0,https://dmoj.ca/problem/oly22practice64
oly22practice68,Olympiads_School,solutions/Olympiads_School/oly22practice68.cpp,4787990,2022-08-21T16:41:15+00:00,CPP14,AC,0.19671373,3424.0,https://dmoj.ca/problem/oly22practice68
oly22practice70,Olympiads_School,solutions/Olympiads_School/oly22practice70.cpp,4792521,2022-08-23T14:20:49+00:00,CPP14,AC,0.103747045,5020.0,https://dmoj.ca/problem/oly22practice70
